game,turn,on_turn_player,inner_calls,inner_rollouts,inner_agree_count,inner_agree_rate,inner_loss_mean,inner_loss_stddev,inner_loss_max,inner_early_stops,inner_early_stop_rate,nested_pick,rack,cgp
3,4,0,12100,2618248,2867,0.236942,0.051077,0.059390,0.551059,4606,0.380661,1H APEE(K),AEEEOPT,11K3/11I3/9LOT3/9ALE3/9BE4/9E5/9L5/7EVICT3/9N5/9G5/15/15/15/15/15 AEEEOPT/GHMOTWY 40/102 0
3,5,1,11996,2635217,2876,0.239747,0.057447,0.063066,0.621053,4187,0.349033,M2 TOWY,GHMOTWY,7APEEK3/11I3/9LOT3/9ALE3/9BE4/9E5/9L5/7EVICT3/9N5/9G5/15/15/15/15/15 GHMOTWY/AEENOOT 102/73 0
3,6,0,12276,2698617,2911,0.237129,0.047254,0.056716,0.591827,4209,0.342864,K8 (C)OON,AEENOOT,7APEEK3/11IT2/9LOTO2/9ALEW2/9BE1Y2/9E5/9L5/7EVICT3/9N5/9G5/15/15/15/15/15 AEENOOT/DGHMNPR 73/139 0
3,7,1,12080,2663867,2566,0.212417,0.067023,0.072449,0.598487,4083,0.337997,(exch GHMNPR),DGHMNPR,7APEEK3/11IT2/9LOTO2/9ALEW2/9BE1Y2/9E5/9L5/7EVICT3/9NO4/9GO4/10N4/15/15/15/15 DGHMNPR/ABEERTW 139/90 0
3,8,0,11984,2618349,2806,0.234146,0.057324,0.066327,0.725690,4229,0.352887,2F WEB,ABEERTW,7APEEK3/11IT2/9LOTO2/9ALEW2/9BE1Y2/9E5/9L5/7EVICT3/9NO4/9GO4/10N4/15/15/15/15 ABEERTW/ADDDEFS 90/139 1
3,9,1,11136,2418682,2684,0.241020,0.063576,0.073485,0.691516,4103,0.368445,3C FADED,ADDDEFS,7APEEK3/5WEB3IT2/9LOTO2/9ALEW2/9BE1Y2/9E5/9L5/7EVICT3/9NO4/9GO4/10N4/15/15/15/15 ADDDEFS/AEINRRT 139/110 0
3,10,0,8744,1866225,2218,0.253660,0.054849,0.066667,0.627623,3514,0.401876,7B TRAINER,AEINRRT,7APEEK3/5WEB3IT2/2FADED2LOTO2/9ALEW2/9BE1Y2/9E5/9L5/7EVICT3/9NO4/9GO4/10N4/15/15/15/15 AEINRRT/ADEHRSS 110/173 0
3,11,1,8136,1745370,2125,0.261185,0.054078,0.067872,0.558526,3187,0.391716,A1 DASHERS,ADEHRSS,7APEEK3/5WEB3IT2/2FADED2LOTO2/9ALEW2/9BE1Y2/9E5/1TRAINER1L5/7EVICT3/9NO4/9GO4/10N4/15/15/15/15 ADEHRSS/ACIILMR 173/171 0
3,12,0,8040,1697096,1701,0.211567,0.032221,0.047862,0.749876,3366,0.418657,6D AMIR,ACIILMR,D6APEEK3/A4WEB3IT2/S1FADED2LOTO2/H8ALEW2/E8BE1Y2/R8E5/STRAINER1L5/7EVICT3/9NO4/9GO4/10N4/15/15/15/15 ACIILMR/FIIOQUV 171/276 0
3,13,1,9704,1989906,2081,0.214448,0.063594,0.082380,0.828371,4681,0.482378,D1 QU(A)I,FIIOQUV,D6APEEK3/A4WEB3IT2/S1FADED2LOTO2/H8ALEW2/E8BE1Y2/R2AMIR2E5/STRAINER1L5/7EVICT3/9NO4/9GO4/10N4/15/15/15/15 FIIOQUV/CHILMRZ 276/191 0
3,14,0,9144,1891061,2015,0.220363,0.019935,0.040496,0.803603,4220,0.461505,9D ZILCH,CHILMRZ,D2Q3APEEK3/A2U1WEB3IT2/S1FADED2LOTO2/H2I5ALEW2/E8BE1Y2/R2AMIR2E5/STRAINER1L5/7EVICT3/9NO4/9GO4/10N4/15/15/15/15 CHILMRZ/FINNOOV 191/322 0
3,15,1,9666,1940965,1773,0.183426,0.052582,0.093771,0.815740,4873,0.504138,10C NONI,FINNOOV,D2Q3APEEK3/A2U1WEB3IT2/S1FADED2LOTO2/H2I5ALEW2/E8BE1Y2/R2AMIR2E5/STRAINER1L5/7EVICT3/3ZILCH1NO4/9GO4/10N4/15/15/15/15 FINNOOV/AADGIMR 322/219 0
3,16,0,8623,1726946,1408,0.163284,0.032789,0.074617,0.825194,4285,0.496927,11D AG,AADGIMR,D2Q3APEEK3/A2U1WEB3IT2/S1FADED2LOTO2/H2I5ALEW2/E8BE1Y2/R2AMIR2E5/STRAINER1L5/7EVICT3/3ZILCH1NO4/2NONI3GO4/10N4/15/15/15/15 AADGIMR/FOTUUV? 219/345 0
3,17,1,9067,1787192,1351,0.149002,0.093254,0.161302,0.879228,4752,0.524098,L10 TOFU,FOTUUV?,D2Q3APEEK3/A2U1WEB3IT2/S1FADED2LOTO2/H2I5ALEW2/E8BE1Y2/R2AMIR2E5/STRAINER1L5/7EVICT3/3ZILCH1NO4/2NONI3GO4/3AG5N4/15/15/15/15 FOTUUV?/ADEIMOR 345/245 0
3,18,0,7894,1589170,1226,0.155308,0.058533,0.135550,0.850368,3649,0.462250,D9 (ZOA)RIA,ADEIMOR,D2Q3APEEK3/A2U1WEB3IT2/S1FADED2LOTO2/H2I5ALEW2/E8BE1Y2/R2AMIR2E5/STRAINER1L5/7EVICT3/3ZILCH1NO4/2NONI3GOT3/3AG5NO3/11F3/11U3/15/15 ADEIMOR/AGTUVX? 245/365 0
3,19,1,7484,1534361,924,0.123463,0.173600,0.255043,0.878787,3180,0.424906,(exch GUV),AGTUVX?,D2Q3APEEK3/A2U1WEB3IT2/S1FADED2LOTO2/H2I5ALEW2/E8BE1Y2/R2AMIR2E5/STRAINER1L5/7EVICT3/3ZILCH1NO4/2NONI3GOT3/3AG5NO3/3R7F3/3I7U3/3A11/15 AGTUVX?/DEIMNOS 365/275 0
3,20,0,6459,1319022,1018,0.157610,0.101820,0.200578,0.848269,2740,0.424214,8H (EVICT)ION,DEIMNOS,D2Q3APEEK3/A2U1WEB3IT2/S1FADED2LOTO2/H2I5ALEW2/E8BE1Y2/R2AMIR2E5/STRAINER1L5/7EVICT3/3ZILCH1NO4/2NONI3GOT3/3AG5NO3/3R7F3/3I7U3/3A11/15 DEIMNOS/ARSTUX? 275/365 1
3,21,1,6039,1330420,895,0.148203,0.150811,0.244347,0.831810,1734,0.287134,14H TAXUS,ARSTUX?,D2Q3APEEK3/A2U1WEB3IT2/S1FADED2LOTO2/H2I5ALEW2/E8BE1Y2/R2AMIR2E5/STRAINER1L5/7EVICTION/3ZILCH1NO4/2NONI3GOT3/3AG5NO3/3R7F3/3I7U3/3A11/15 ARSTUX?/DEEJMSV 365/314 0
3,22,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,H12 JE(T)S,DEEJMSV,D2Q3APEEK3/A2U1WEB3IT2/S1FADED2LOTO2/H2I5ALEW2/E8BE1Y2/R2AMIR2E5/STRAINER1L5/7EVICTION/3ZILCH1NO4/2NONI3GOT3/3AG5NO3/3R7F3/3I7U3/3A3TAXUS3/15 DEEJMSV/GOPRU?? 314/401 0
3,23,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,N6 GR(O)UPOid,GOPRU??,D2Q3APEEK3/A2U1WEB3IT2/S1FADED2LOTO2/H2I5ALEW2/E8BE1Y2/R2AMIR2E5/STRAINER1L5/7EVICTION/3ZILCH1NO4/2NONI3GOT3/3AG5NO3/3R3J3F3/3I3E3U3/3A3TAXUS3/7S7 GOPRU??/DEMVY 401/371 0
4,0,0,18540,3990700,2859,0.154207,0.073001,0.069318,0.580291,7149,0.385599,8G JIZ,GIJLSVZ,15/15/15/15/15/15/15/15/15/15/15/15/15/15/15 GIJLSVZ/ADEILOR 0/0 0
4,1,1,17428,3809396,3290,0.188777,0.069703,0.072281,0.560741,6208,0.356208,9H DARIOLE,ADEILOR,15/15/15/15/15/15/15/6JIZ6/15/15/15/15/15/15/15 ADEILOR/AFGLSTV 0/38 0
4,2,0,15828,3419348,3890,0.245767,0.053752,0.061453,0.522934,5961,0.376611,8L SAFT,AFGLSTV,15/15/15/15/15/15/15/6JIZ6/7DARIOLE1/15/15/15/15/15/15 AFGLSTV/AEELNPR 38/75 0
4,3,1,15148,3276769,2696,0.177977,0.077358,0.077931,0.582164,5631,0.371732,10L PEEL,AEELNPR,15/15/15/15/15/15/15/6JIZ2SAFT/7DARIOLE1/15/15/15/15/15/15 AEELNPR/EGLOOUV 75/72 0
4,4,0,14728,3181742,2591,0.175923,0.073713,0.074414,0.621653,5531,0.375543,10G VEG,EGLOOUV,15/15/15/15/15/15/15/6JIZ2SAFT/7DARIOLE1/11PEEL/15/15/15/15/15 EGLOOUV/AAEIMNR 72/99 0
4,5,1,14600,3094225,2332,0.159726,0.091433,0.086784,0.593122,6067,0.415548,O10 (L)AMINA,AAEIMNR,15/15/15/15/15/15/15/6JIZ2SAFT/7DARIOLE1/6VEG2PEEL/15/15/15/15/15 AAEIMNR/HILOORU 99/96 0
4,6,0,13928,2973481,1820,0.130672,0.086593,0.080047,0.622727,5575,0.400273,N12 HOI,HILOORU,15/15/15/15/15/15/15/6JIZ2SAFT/7DARIOLE1/6VEG2PEEL/14A/14M/14I/14N/14A HILOORU/EEIORTV 96/132 0
4,7,1,13960,2955625,1985,0.142192,0.101500,0.092952,0.727167,5831,0.417693,12L VE(HM),EEIORTV,15/15/15/15/15/15/15/6JIZ2SAFT/7DARIOLE1/6VEG2PEEL/14A/13HM/13OI/13IN/14A EEIORTV/LOORTUU 132/121 0
4,8,0,14376,3058317,1838,0.127852,0.088525,0.083325,0.654148,5891,0.409780,J9 (R)OUL,LOORTUU,15/15/15/15/15/15/15/6JIZ2SAFT/7DARIOLE1/6VEG2PEEL/14A/11VEHM/13OI/13IN/14A LOORTUU/CEIORST 121/156 0
4,9,1,13456,2827299,2228,0.165577,0.086804,0.091994,0.751975,5826,0.432967,12C COISTRE(L),CEIORST,15/15/15/15/15/15/15/6JIZ2SAFT/7DARIOLE1/6VEGO1PEEL/9U4A/9L1VEHM/13OI/13IN/14A CEIORST/MOQRTUX 156/137 0
4,10,0,11940,2449315,1880,0.157454,0.059439,0.065374,0.593285,5681,0.475796,E10 QU(I)M,MOQRTUX,15/15/15/15/15/15/15/6JIZ2SAFT/7DARIOLE1/6VEGO1PEEL/9U4A/2COISTREL1VEHM/13OI/13IN/14A MOQRTUX/DDINNOR 137/228 0
4,11,1,12696,2683577,2016,0.158790,0.100481,0.102611,0.728693,5338,0.420447,H12 (R)IND,DDINNOR,15/15/15/15/15/15/15/6JIZ2SAFT/7DARIOLE1/4Q1VEGO1PEEL/4U4U4A/2COISTREL1VEHM/4M8OI/13IN/14A DDINNOR/NORTXY? 228/167 0
4,12,0,10508,2142686,1607,0.152931,0.091781,0.096722,0.806818,5027,0.478397,14G O(N)YX,NORTXY?,15/15/15/15/15/15/15/6JIZ2SAFT/7DARIOLE1/4Q1VEGO1PEEL/4U4U4A/2COISTREL1VEHM/4M2I5OI/7N5IN/7D6A NORTXY?/AADNNOR 167/243 0
4,13,1,13468,2831986,2168,0.160974,0.108807,0.107418,0.788614,5708,0.423819,15B DONNAR(D),AADNNOR,15/15/15/15/15/15/15/6JIZ2SAFT/7DARIOLE1/4Q1VEGO1PEEL/4U4U4A/2COISTREL1VEHM/4M2I5OI/6ONYX3IN/7D6A AADNNOR/BEFNRT? 243/197 0
4,14,0,12488,2545067,1529,0.122438,0.109762,0.107719,0.723532,5955,0.476858,14A FET,BEFNRT?,15/15/15/15/15/15/15/6JIZ2SAFT/7DARIOLE1/4Q1VEGO1PEEL/4U4U4A/2COISTREL1VEHM/4M2I5OI/6ONYX3IN/1DONNARD6A BEFNRT?/AAGITTW 197/255 0
4,15,1,13044,2649171,1694,0.129868,0.134137,0.128431,0.803633,6370,0.488347,13B GI,AAGITTW,15/15/15/15/15/15/15/6JIZ2SAFT/7DARIOLE1/4Q1VEGO1PEEL/4U4U4A/2COISTREL1VEHM/4M2I5OI/FET3ONYX3IN/1DONNARD6A AAGITTW/BLNRW?? 255/217 0
4,16,0,13132,2563656,1371,0.104401,0.155375,0.142180,0.828471,7234,0.550868,H6 BR(IDE),BLNRW??,15/15/15/15/15/15/15/6JIZ2SAFT/7DARIOLE1/4Q1VEGO1PEEL/4U4U4A/2COISTREL1VEHM/1GI1M2I5OI/FET3ONYX3IN/1DONNARD6A BLNRW??/AAESTTW 217/278 0
4,17,1,12341,2488362,1493,0.120979,0.141379,0.153385,0.878318,5993,0.485617,I3 WATE,AAESTTW,15/15/15/15/15/7B7/7R7/6JIZ2SAFT/7DARIOLE1/4Q1VEGO1PEEL/4U4U4A/2COISTREL1VEHM/1GI1M2I5OI/FET3ONYX3IN/1DONNARD6A AAESTTW/GLNOW?? 278/225 0
4,18,0,12747,2476602,1306,0.102455,0.203580,0.213107,0.853336,6915,0.542481,4H G(A)NgpLOW,GLNOW??,15/15/8W6/8A6/8T6/7BE6/7R7/6JIZ2SAFT/7DARIOLE1/4Q1VEGO1PEEL/4U4U4A/2COISTREL1VEHM/1GI1M2I5OI/FET3ONYX3IN/1DONNARD6A GLNOW??/ACPSTUY 225/293 0
4,19,1,15844,3169228,1523,0.096125,0.279313,0.246049,0.849627,7669,0.484032,O1 UPS(W)AY,ACPSTUY,15/15/8W6/7GANgpLOW/8T6/7BE6/7R7/6JIZ2SAFT/7DARIOLE1/4Q1VEGO1PEEL/4U4U4A/2COISTREL1VEHM/1GI1M2I5OI/FET3ONYX3IN/1DONNARD6A ACPSTUY/AEEEIKS 293/307 0
4,20,0,16807,3474838,1464,0.087107,0.290591,0.272199,0.855945,6796,0.404355,N4 (O)AK,AEEEIKS,14U/14P/8W5S/7GANgpLOW/8T5A/7BE5Y/7R7/6JIZ2SAFT/7DARIOLE1/4Q1VEGO1PEEL/4U4U4A/2COISTREL1VEHM/1GI1M2I5OI/FET3ONYX3IN/1DONNARD6A AEEEIKS/CEHIRTU 307/335 0
4,21,1,20231,4197965,1195,0.059068,0.349876,0.272348,0.845588,7245,0.358114,2J CHERU(P),CEHIRTU,14U/14P/8W5S/7GANgpLOW/8T4AA/7BE4KY/7R7/6JIZ2SAFT/7DARIOLE1/4Q1VEGO1PEEL/4U4U4A/2COISTREL1VEHM/1GI1M2I5OI/FET3ONYX3IN/1DONNARD6A CEHIRTU/DEEEINS 335/345 0
4,22,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,L12 (V)INE,DEEEINS,14U/9CHERUP/8W5S/7GANgpLOW/8T4AA/7BE4KY/7R7/6JIZ2SAFT/7DARIOLE1/4Q1VEGO1PEEL/4U4U4A/2COISTREL1VEHM/1GI1M2I5OI/FET3ONYX3IN/1DONNARD6A DEEEINS/ABIORTT 345/373 0
4,23,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,K4 (g)ART,ABIORTT,14U/9CHERUP/8W5S/7GANgpLOW/8T4AA/7BE4KY/7R7/6JIZ2SAFT/7DARIOLE1/4Q1VEGO1PEEL/4U4U4A/2COISTREL1VEHM/1GI1M2I3I1OI/FET3ONYX1N1IN/1DONNARD3E2A ABIORTT/DEES 373/353 0
4,24,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,H2 DE(G),DEES,14U/9CHERUP/8W5S/7GANgpLOW/8T1A2AA/7BE1R2KY/7R2T4/6JIZ2SAFT/7DARIOLE1/4Q1VEGO1PEEL/4U4U4A/2COISTREL1VEHM/1GI1M2I3I1OI/FET3ONYX1N1IN/1DONNARD3E2A DEES/BIOT 353/379 0
4,25,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,1K OB,BIOT,14U/7D1CHERUP/7EW5S/7GANgpLOW/8T1A2AA/7BE1R2KY/7R2T4/6JIZ2SAFT/7DARIOLE1/4Q1VEGO1PEEL/4U4U4A/2COISTREL1VEHM/1GI1M2I3I1OI/FET3ONYX1N1IN/1DONNARD3E2A BIOT/ES 379/363 0
4,26,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,J6 ES,ES,10OB2U/7D1CHERUP/7EW5S/7GANgpLOW/8T1A2AA/7BE1R2KY/7R2T4/6JIZ2SAFT/7DARIOLE1/4Q1VEGO1PEEL/4U4U4A/2COISTREL1VEHM/1GI1M2I3I1OI/FET3ONYX1N1IN/1DONNARD3E2A ES/IT 363/398 0
5,0,0,15312,3338487,3103,0.202652,0.063341,0.065854,0.529875,5344,0.349007,8D WIVED,DEISTVW,15/15/15/15/15/15/15/15/15/15/15/15/15/15/15 DEISTVW/EINNORY 0/0 0
5,1,1,13824,3048673,2971,0.214916,0.059497,0.065065,0.569508,4600,0.332755,7G YON,EINNORY,15/15/15/15/15/15/15/3WIVED7/15/15/15/15/15/15/15 EINNORY/ABNNSST 0/32 0
5,2,0,14232,3124978,2769,0.194562,0.065034,0.070121,0.615082,4795,0.336917,6G SNAB,ABNNSST,15/15/15/15/15/15/6YON6/3WIVED7/15/15/15/15/15/15/15 ABNNSST/AAEINPR 32/23 0
5,3,1,14392,3170711,3133,0.217690,0.060709,0.066602,0.641674,4756,0.330461,9G NIPA,AAEINPR,15/15/15/15/15/6SNAB5/6YON6/3WIVED7/15/15/15/15/15/15/15 AAEINPR/IIJLNST 23/56 0
5,4,0,14168,3096572,3580,0.252682,0.059266,0.069874,0.637468,4955,0.349732,J9 (A)JI,IIJLNST,15/15/15/15/15/6SNAB5/6YON6/3WIVED7/6NIPA5/15/15/15/15/15/15 IIJLNST/AEGINRY 56/46 0
5,5,1,13076,2889341,3103,0.237305,0.062226,0.072292,0.647701,4291,0.328158,D8 (W)EARYING,AEGINRY,15/15/15/15/15/6SNAB5/6YON6/3WIVED7/6NIPA5/9J5/9I5/15/15/15/15 AEGINRY/EILNRST 46/82 0
5,6,0,10788,2349217,3142,0.291250,0.052222,0.066883,0.576053,3860,0.357805,15A TIN(G)LERS,EILNRST,15/15/15/15/15/6SNAB5/6YON6/3WIVED7/3E2NIPA5/3A5J5/3R5I5/3Y11/3I11/3N11/3G11 EILNRST/EIIRUZ? 82/130 0
5,7,1,9940,2144801,2574,0.258954,0.048783,0.062570,0.652428,3692,0.371429,14F ZE,EIIRUZ?,15/15/15/15/15/6SNAB5/6YON6/3WIVED7/3E2NIPA5/3A5J5/3R5I5/3Y11/3I11/3N11/TINGLERS7 EIIRUZ?/AEGGLLX 130/213 0
5,8,0,10964,2401665,2832,0.258300,0.060394,0.072289,0.558112,3721,0.339383,11B GA(R)GLE,AEGGLLX,15/15/15/15/15/6SNAB5/6YON6/3WIVED7/3E2NIPA5/3A5J5/3R5I5/3Y11/3I11/3N1ZE8/TINGLERS7 AEGGLLX/IIRRTU? 213/194 0
5,9,1,9888,2149053,2181,0.220570,0.070749,0.084056,0.723030,3504,0.354369,12G RIT,IIRRTU?,15/15/15/15/15/6SNAB5/6YON6/3WIVED7/3E2NIPA5/3A5J5/1GARGLE2I5/3Y11/3I11/3N1ZE8/TINGLERS7 IIRRTU?/DKLSSTX 194/229 0
5,10,0,10640,2290782,2332,0.219173,0.063540,0.074618,0.598986,3994,0.375376,C10 D(A)KS,DKLSSTX,15/15/15/15/15/6SNAB5/6YON6/3WIVED7/3E2NIPA5/3A5J5/1GARGLE2I5/3Y2RIT6/3I11/3N1ZE8/TINGLERS7 DKLSSTX/BIIRUU? 229/200 0
5,11,1,10916,2358826,2268,0.207768,0.060292,0.077687,0.758180,4126,0.377977,(exch BIUU),BIIRUU?,15/15/15/15/15/6SNAB5/6YON6/3WIVED7/3E2NIPA5/2DA5J5/1GARGLE2I5/2KY2RIT6/2SI11/3N1ZE8/TINGLERS7 BIIRUU?/AFHLSTX 200/263 0
5,12,0,10808,2297377,2136,0.197631,0.050995,0.070521,0.712607,4365,0.403868,K11 FALX,AFHLSTX,15/15/15/15/15/6SNAB5/6YON6/3WIVED7/3E2NIPA5/2DA5J5/1GARGLE2I5/2KY2RIT6/2SI11/3N1ZE8/TINGLERS7 AFHLSTX/AIOORT? 263/200 1
5,13,1,11112,2375098,2368,0.213103,0.055094,0.078200,0.759788,4370,0.393269,5I ROOIkAT,AIOORT?,15/15/15/15/15/6SNAB5/6YON6/3WIVED7/3E2NIPA5/2DA5J5/1GARGLE2IF4/2KY2RIT1A4/2SI6L4/3N1ZE3X4/TINGLERS7 AIOORT?/HIMSTTU 200/301 0
5,14,0,10752,2287445,2311,0.214937,0.084429,0.104010,0.744465,4373,0.406715,E11 (G)UM,HIMSTTU,15/15/15/15/8ROOIkAT/6SNAB5/6YON6/3WIVED7/3E2NIPA5/2DA5J5/1GARGLE2IF4/2KY2RIT1A4/2SI6L4/3N1ZE3X4/TINGLERS7 HIMSTTU/ADEHOOQ 301/269 0
5,15,1,11064,2300025,2661,0.240510,0.066421,0.088660,0.756231,4967,0.448933,6L OOH,ADEHOOQ,15/15/15/15/8ROOIkAT/6SNAB5/6YON6/3WIVED7/3E2NIPA5/2DA5J5/1GARGLE2IF4/2KYU1RIT1A4/2SIM5L4/3N1ZE3X4/TINGLERS7 ADEHOOQ/HISTTUV 269/322 0
5,16,0,11800,2442411,2453,0.207881,0.096769,0.110420,0.857856,5390,0.456780,8J HUT,HISTTUV,15/15/15/15/8ROOIkAT/6SNAB1OOH1/6YON6/3WIVED7/3E2NIPA5/2DA5J5/1GARGLE2IF4/2KYU1RIT1A4/2SIM5L4/3N1ZE3X4/TINGLERS7 HISTTUV/ADEEPQ? 322/299 0
5,17,1,11014,2220548,2365,0.214727,0.111018,0.137640,0.798456,5532,0.502270,E5 QAD(I),ADEEPQ?,15/15/15/15/8ROOIkAT/6SNAB1OOH1/6YON6/3WIVED1HUT3/3E2NIPA5/2DA5J5/1GARGLE2IF4/2KYU1RIT1A4/2SIM5L4/3N1ZE3X4/TINGLERS7 ADEEPQ?/AEIISTV 299/343 0
5,18,0,16178,3241245,2614,0.161577,0.152074,0.178692,0.845898,7987,0.493695,13J V(L)EI,AEIISTV,15/15/15/15/4Q3ROOIkAT/4A1SNAB1OOH1/4D1YON6/3WIVED1HUT3/3E2NIPA5/2DA5J5/1GARGLE2IF4/2KYU1RIT1A4/2SIM5L4/3N1ZE3X4/TINGLERS7 AEIISTV/CEEPRU? 343/327 0
5,19,1,16646,3260617,2846,0.170972,0.192915,0.222997,0.859083,8700,0.522648,14F (ZE)E,CEEPRU?,15/15/15/15/4Q3ROOIkAT/4A1SNAB1OOH1/4D1YON6/3WIVED1HUT3/3E2NIPA5/2DA5J5/1GARGLE2IF4/2KYU1RIT1A4/2SIM4VLEI2/3N1ZE3X4/TINGLERS7 CEEPRU?/AEFILST 327/357 0
5,20,0,17643,3458072,2341,0.132687,0.203281,0.238356,0.864669,9006,0.510457,C2 FETIALS,AEFILST,15/15/15/15/4Q3ROOIkAT/4A1SNAB1OOH1/4D1YON6/3WIVED1HUT3/3E2NIPA5/2DA5J5/1GARGLE2IF4/2KYU1RIT1A4/2SIM4VLEI2/3N1ZEE2X4/TINGLERS7 AEFILST/CDEPRU? 357/341 0
5,21,1,16806,3415638,2053,0.122159,0.114110,0.219133,0.852252,7301,0.434428,H11 D(I)C(ES),CDEPRU?,15/2F12/2E12/2T12/2I1Q3ROOIkAT/2A1A1SNAB1OOH1/2L1D1YON6/2SWIVED1HUT3/3E2NIPA5/2DA5J5/1GARGLE2IF4/2KYU1RIT1A4/2SIM4VLEI2/3N1ZEE2X4/TINGLERS7 CDEPRU?/AEEMOTW 341/442 0
5,22,0,17538,3962691,2505,0.142833,0.111140,0.218435,0.837646,3761,0.214449,B3 WETA,AEEMOTW,15/2F12/2E12/2T12/2I1Q3ROOIkAT/2A1A1SNAB1OOH1/2L1D1YON6/2SWIVED1HUT3/3E2NIPA5/2DA5J5/1GARGLED1IF4/2KYU1RIT1A4/2SIM2C1VLEI2/3N1ZEE2X4/TINGLERS7 AEEMOTW/CEPRUU? 442/359 0
5,23,1,1123,280750,521,0.463936,0.011887,0.016245,0.063449,0,0.000000,14A UP,CEPRUU?,15/2F12/1WE12/1ET12/1TI1Q3ROOIkAT/1AA1A1SNAB1OOH1/2L1D1YON6/2SWIVED1HUT3/3E2NIPA5/2DA5J5/1GARGLED1IF4/2KYU1RIT1A4/2SIM2C1VLEI2/3N1ZEE2X4/TINGLERS7 CEPRUU?/BEMNOOR 359/464 0
5,24,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,D1 BEN,BEMNOOR,15/2F12/1WE12/1ET12/1TI1Q3ROOIkAT/1AA1A1SNAB1OOH1/2L1D1YON6/2SWIVED1HUT3/3E2NIPA5/2DA5J5/1GARGLED1IF4/2KYU1RIT1A4/2SIM2C1VLEI2/UP1N1ZEE2X4/TINGLERS7 BEMNOOR/CEEORU? 464/377 0
5,25,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,O1 ERUC(T)s,CEEORU?,3B11/2FE11/1WEN11/1ET12/1TI1Q3ROOIkAT/1AA1A1SNAB1OOH1/2L1D1YON6/2SWIVED1HUT3/3E2NIPA5/2DA5J5/1GARGLED1IF4/2KYU1RIT1A4/2SIM2C1VLEI2/UP1N1ZEE2X4/TINGLERS7 CEEORU?/MOOR 377/483 0
5,26,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,1D (B)ROMO,MOOR,3B10E/2FE10R/1WEN10U/1ET11C/1TI1Q3ROOIkAT/1AA1A1SNAB1OOHs/2L1D1YON6/2SWIVED1HUT3/3E2NIPA5/2DA5J5/1GARGLED1IF4/2KYU1RIT1A4/2SIM2C1VLEI2/UP1N1ZEE2X4/TINGLERS7 MOOR/EO 483/413 0
6,0,0,16408,3581044,3160,0.192589,0.064423,0.066011,0.478938,5721,0.348671,(exch FN),EFNPRST,15/15/15/15/15/15/15/15/15/15/15/15/15/15/15 EFNPRST/ABELOOV 0/0 0
6,1,1,16140,3570426,2786,0.172615,0.068562,0.066961,0.601144,5363,0.332280,8F ABOVE,ABELOOV,15/15/15/15/15/15/15/15/15/15/15/15/15/15/15 ABELOOV/EIPRSTV 0/0 1
6,2,0,14116,3083762,3215,0.227756,0.058082,0.064224,0.556806,4936,0.349674,H8 (O)VERTIPS,EIPRSTV,15/15/15/15/15/15/15/5ABOVE5/15/15/15/15/15/15/15 EIPRSTV/BDDILOO 0/20 0
6,3,1,11704,2545926,2960,0.252905,0.050012,0.060125,0.607754,4139,0.353640,10B BLOODI(E)D,BDDILOO,15/15/15/15/15/15/15/5ABOVE5/7V7/7E7/7R7/7T7/7I7/7P7/7S7 BDDILOO/AEFGOW? 20/92 0
6,4,0,10852,2337807,2814,0.259307,0.056061,0.066951,0.535276,4073,0.375323,15A FlOWAGE(S),AEFGOW?,15/15/15/15/15/15/15/5ABOVE5/7V7/1BLOODIED6/7R7/7T7/7I7/7P7/7S7 AEFGOW?/EGINPRY 92/92 0
6,5,1,10292,2208055,2398,0.232997,0.050483,0.060701,0.604418,3922,0.381073,D6 PIGE(O)NRY,EGINPRY,15/15/15/15/15/15/15/5ABOVE5/7V7/1BLOODIED6/7R7/7T7/7I7/7P7/FlOWAGES7 EGINPRY/AHINOUY 92/196 0
6,6,0,9488,2041229,2369,0.249684,0.065596,0.073999,0.609990,3684,0.388280,14F UN(P)AY,AHINOUY,15/15/15/15/15/3P11/3I11/3G1ABOVE5/3E3V7/1BLOODIED6/3N3R7/3R3T7/3Y3I7/7P7/FlOWAGES7 AHINOUY/AEIJNNT 196/174 0
6,7,1,9388,2049676,2159,0.229974,0.058366,0.067574,0.640060,3323,0.353963,E5 JIN,AEIJNNT,15/15/15/15/15/3P11/3I11/3G1ABOVE5/3E3V7/1BLOODIED6/3N3R7/3R3T7/3Y3I7/5UNPAY5/FlOWAGES7 AEIJNNT/CEFHIOS 174/223 0
